ulica_id|miasto_id|nazwa
982|48|Kaitlin Turnpike
983|48|Mccall Forks
984|48|Colleen Knolls
985|48|Brian Extensions
986|48|Dixon Pike
987|48|Hall Loaf
988|48|Stacy Village
989|48|Peterson Wall
990|49|Cox Way
991|49|John Prairie
992|49|Jeffrey Club
993|49|Black Pass
994|49|Derrick Hollow
995|49|Michael Way
996|49|Harris Isle
997|49|Adrian Mews
998|49|Brian Junction
999|49|Allen Ridge
1000|49|Lang Turnpike
1001|49|Katie Isle
1002|49|Meghan Park
1003|49|Kim Station
1004|49|Smith Cove
1005|49|Eileen Forks
1006|50|Sara Viaduct
1007|50|Smith Ridge
1008|50|Patrick Plaza
1009|50|Michael Road
1010|50|Adam Springs
1011|50|Christine Station
1012|50|Michael Burgs
1013|50|Sloan Mill
1014|50|Judith Villages
1015|50|Amanda Flat
1016|50|Andrew Rest
1017|50|Shannon Ville
1018|51|Hall Point
1019|51|Anita Valleys
1020|51|Ryan Wells
1021|51|Humphrey Forest
1022|51|Angela Light
1023|51|Heather Club
1024|51|Rogers Estate
1025|51|Robin Orchard
1026|51|Stephen Union
1027|51|Evans Place
1028|51|Cole Shoal
1029|51|John Key
1030|51|Dixon Tunnel
1031|51|Scott Manor
1032|51|Hernandez Point
1033|51|Timothy Parkways
1034|51|Turner Motorway
1035|51|Barbara Forest
1036|51|Morris Greens
1037|51|Cynthia Parks
1038|51|Lisa Island
1039|51|Thompson Gateway
1040|51|Roberts Summit
1041|51|Peter Field
1042|52|Ramirez Islands
1043|52|Daniel Road
1044|52|Christina Drive
1045|52|Aaron Divide
1046|52|Campbell Junctions
1047|52|Scott Glen
1048|52|John Mountain
1049|52|Ashley Row
1050|52|Knight Pines
1051|52|Bridges Causeway
1052|52|Nancy Cape
1053|52|King Harbor
1054|52|Ward Canyon
1055|52|Jonathan Trace
1056|52|Alicia Causeway
1057|52|John Port
1058|52|Miller Cliffs
1059|52|Woods Glens
1060|52|White Freeway
1061|53|Baker Green
1062|53|Michael Underpass
1063|53|Angela Flats
1064|53|Miller Shores
1065|53|Anderson Fort
1066|53|Carla Circles
1067|53|Medina Forges
1068|53|Melissa Prairie
1069|53|Alexandria Fords
1070|53|Thompson Forks
1071|53|Cardenas Greens
1072|53|Jones Highway
1073|53|Jones Drive
1074|53|Jessica Land
1075|53|Krista Tunnel
1076|53|Rasmussen Mount
1077|53|James Drive
1078|53|Long Mission
1079|53|Morgan Track
1080|53|Thomas Shoal
1081|53|Whitney Key
1082|53|Christopher Isle
1083|53|John Landing
1084|53|Mcneil Meadows
1085|54|Valenzuela Radial
1086|54|Austin Run
1087|54|Holmes Courts
1088|54|Murphy Road
1089|54|Woodard Parkway
1090|54|Suzanne Islands
1091|54|Derek Grove
1092|54|Mary Plaza
1093|54|Harvey Valleys
1094|54|David Lodge
1095|54|Alvarez Drives
1096|54|Jeremiah Mountain
1097|54|White Inlet
1098|54|Anthony Circle
1099|54|Silva Trail
1100|54|Austin Shore
1101|54|George Hollow
1102|54|Jerry Fall
1103|54|Smith Rapids
1104|54|John Common
1105|54|Ashlee Knolls
1106|54|Lucero Camp
1107|55|Fuller Trace
1108|55|Autumn Drive
1109|55|Michael Walk
1110|55|Hayes Cove
1111|55|Jeremy Track
1112|55|Taylor Key
1113|55|Ethan Stravenue
1114|55|Mooney Estate
1115|55|Michael Cliffs
1116|55|Ryan View
1117|55|Khan Street
1118|55|Jose Meadows
1119|55|Phillips Well
1120|55|Moore Burgs
1121|55|Lester Brooks
1122|55|Baker Corners
1123|55|Collins Station
1124|55|Sonya Coves
1125|55|Seth Tunnel
1126|55|Carolyn Ports
1127|55|Carpenter Union
1128|55|Jennifer Union
1129|55|King Harbors
1130|55|Maureen Run
1131|55|Roberto Vista
1132|55|Phillips Square
1133|55|Duncan Park
1134|55|Joel Falls
1135|55|Alexandra Mills
1136|56|Kimberly Lodge
1137|56|Hayley Terrace
1138|56|Haynes Lodge
1139|56|Klein Fall
1140|56|Linda Shoals
1141|56|Glenn Views
1142|56|Dale Station
1143|56|Angel Vista
1144|56|Vargas Roads
1145|56|Garcia Walks
1146|56|Williams Road
1147|56|Jason Coves
1148|56|Patricia Ferry
1149|56|Blackburn Meadow
1150|56|Michael Valleys
1151|56|Albert Causeway
1152|56|Turner Loop
1153|56|Wilson Course
1154|56|Andrew Flats
1155|56|Rose Knolls
1156|56|Valerie Park
1157|56|Moore Fords
1158|56|Bates Ford
1159|56|Johnson Throughway
1160|56|Ryan Corners
1161|56|Diaz Dam
1162|56|Dennis Light
1163|56|Spears Villages
1164|57|Dylan Plain
1165|57|Michael Course
1166|57|Mallory Brooks
1167|57|Cochran Well
